drink_id,name,type,temperature,sugar_level,caffeine_level,ingredient_ids,tags,popularity_score,description
852,Hot Caramel Macchiato,coffee,hot,regular,low,"[1,10,16,36]",['coffee']; augmented; caffeine_low,0.7611343762011392,"Hot Caramel Macchiato is a hot coffee drink with regular sweetness and low caffeine. Featuring espresso shot, whole milk, caramel syrup, ice."
853,Iced Caramel Macchiato,coffee,iced,regular,medium,"[1,10,16,36]",['coffee']; augmented; temp_iced,0.7318804443985254,"Iced Caramel Macchiato is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, caramel syrup, ice."
854,Hot Caramel Macchiato (Extra Caffeine),coffee,hot,regular,high,"[1,10,16,36]",['coffee']; augmented; caffeine_high,0.752597693624187,"Hot Caramel Macchiato (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, caramel syrup, ice."
855,Hot Caramel Macchiato (Half Sugar),coffee,hot,half,medium,"[1,10,16,36]",['coffee']; augmented; sugar_half,0.7453296829382376,"Hot Caramel Macchiato (Half Sugar) is a hot coffee drink with half sugar and medium caffeine. Featuring espresso shot, whole milk, caramel syrup, ice."
856,Hot Caramel Macchiato (Extra Caffeine),coffee,hot,regular,high,"[1,10,16,36]",['coffee']; augmented; caffeine_high,0.7850334618497942,"Hot Caramel Macchiato (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, caramel syrup, ice."
857,Hot Caramel Macchiato,coffee,hot,regular,low,"[1,10,16,36]",['coffee']; augmented; caffeine_low,0.7576326252990364,"Hot Caramel Macchiato is a hot coffee drink with regular sweetness and low caffeine. Featuring espresso shot, whole milk, caramel syrup, ice."
858,Hot Caramel Macchiato (Extra Caffeine),coffee,hot,regular,high,"[1,10,16,36]",['coffee']; augmented; caffeine_high,0.7601280798622561,"Hot Caramel Macchiato (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, caramel syrup, ice."
859,Hot Caramel Macchiato (Half Sugar),coffee,hot,half,low,"[4,10,16,25,36]",['coffee']; augmented; combo,0.737643691016326,"Hot Caramel Macchiato (Half Sugar) is a hot coffee drink with half sugar and low caffeine. Featuring creme base, whole milk, caramel syrup, chai spice mix."
860,"Hot Caramel Macchiato (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[5,10,16,36]",['coffee']; augmented; combo,0.7353718132778252,"Hot Caramel Macchiato (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring green tea, whole milk, caramel syrup, ice."
861,Hot Caramel Macchiato,coffee,hot,regular,medium,"[1,10,36,43]",['coffee']; augmented; ingredient_swap,0.7370232543654114,"Hot Caramel Macchiato is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, ice, sugar cookie syrup."
862,Hot Caramel Macchiato,coffee,hot,regular,medium,"[10,16,36,45]",['coffee']; augmented; swap_add,0.7618335642713489,"Hot Caramel Macchiato is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, caramel syrup, ice, mango base."
863,Hot Caramel Macchiato,coffee,hot,regular,medium,"[1,12,16,23,36]",['coffee']; augmented; swap_add,0.7373704655753921,"Hot Caramel Macchiato is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, oat milk, caramel syrup, nutmeg powder."
864,Hot Caramel Macchiato,coffee,hot,regular,medium,"[3,10,16,36]",['coffee']; augmented; swap_add,0.7586932457068923,"Hot Caramel Macchiato is a hot coffee drink with regular sweetness and medium caffeine. Featuring brewed coffee, whole milk, caramel syrup, ice."
865,Iced Caramel Macchiato,coffee,iced,regular,medium,"[1,10,16,36]",['coffee']; augmented; temp_iced,0.8122620239593632,"Iced Caramel Macchiato is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, caramel syrup, ice."
866,Iced Caramel Macchiato,coffee,iced,regular,medium,"[1,10,16,36]",['coffee']; augmented; temp_iced,0.7761337411029507,"Iced Caramel Macchiato is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, caramel syrup, ice."
867,Hot Caramel Macchiato,coffee,hot,regular,medium,"[1,6,16,36,38]",['coffee']; augmented; swap_add,0.7402192940349648,"Hot Caramel Macchiato is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, black tea, caramel syrup, ice."
868,Hot Caramel Macchiato,coffee,hot,regular,medium,"[10,16,26,36,47]",['coffee']; augmented; swap_add,0.7860364176649184,"Hot Caramel Macchiato is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, caramel syrup, matcha powder, ice."
869,Iced Caramel Macchiato,coffee,iced,regular,medium,"[1,10,16,36]",['coffee']; augmented; temp_iced,0.7377577388093535,"Iced Caramel Macchiato is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, caramel syrup, ice."
870,Hot Caramel Macchiato,coffee,hot,regular,medium,"[10,13,16,36,37]",['coffee']; augmented; swap_add,0.6888562639446644,"Hot Caramel Macchiato is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, almond milk, caramel syrup, ice."
871,Hot Caramel Macchiato,coffee,hot,regular,medium,"[1,10,36,42]",['coffee']; augmented; swap_add,0.7197574106724779,"Hot Caramel Macchiato is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, ice, sugar free syrup."
872,"Hot Caramel Macchiato (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[1,10,12,36,41]",['coffee']; augmented; combo,0.6938762423692243,"Hot Caramel Macchiato (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring espresso shot, whole milk, oat milk, ice."
873,Hot Caramel Macchiato (Half Sugar),coffee,hot,half,low,"[1,3,10,15,36]",['coffee']; augmented; combo,0.7394545954787607,"Hot Caramel Macchiato (Half Sugar) is a hot coffee drink with half sugar and low caffeine. Featuring espresso shot, brewed coffee, whole milk, vanilla syrup."
874,Hot Caramel Macchiato (Extra Caffeine),coffee,hot,regular,high,"[10,16,36,37]",['coffee']; augmented; combo,0.7505525513756865,"Hot Caramel Macchiato (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring whole milk, caramel syrup, ice, passion tea."
875,Hot Caramel Macchiato,coffee,hot,regular,medium,"[10,16,36,47]",['coffee']; augmented; ingredient_swap,0.8002931193682585,"Hot Caramel Macchiato is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, caramel syrup, ice, lemonade."
876,"Hot Caramel Macchiato (Zero Sugar, Extra Caffeine)",coffee,hot,zero,high,"[1,10,36,40,47]",['coffee']; augmented; combo,0.7598078212129249,"Hot Caramel Macchiato (Zero Sugar, Extra Caffeine) is a hot coffee drink with zero sugar and high caffeine. Featuring espresso shot, whole milk, ice, peppermint syrup."
877,Hot Caramel Macchiato (Zero Sugar),coffee,hot,zero,medium,"[1,10,16,36]",['coffee']; augmented; sugar_zero,0.743426984135734,"Hot Caramel Macchiato (Zero Sugar) is a hot coffee drink with zero sugar and medium caffeine. Featuring espresso shot, whole milk, caramel syrup, ice."
878,Hot Caramel Macchiato (Extra Caffeine),coffee,hot,regular,high,"[1,10,16,36]",['coffee']; augmented; caffeine_high,0.7748821674355046,"Hot Caramel Macchiato (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring espresso shot, whole milk, caramel syrup, ice."
879,"Hot Caramel Macchiato (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[1,10,28,36,39]",['coffee']; augmented; combo,0.6836659407297634,"Hot Caramel Macchiato (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring espresso shot, whole milk, strawberry pieces, ice."
880,"Hot Caramel Macchiato (Zero Sugar, Extra Caffeine)",coffee,hot,zero,high,"[1,12,16,36,40]",['coffee']; augmented; combo,0.757068436743257,"Hot Caramel Macchiato (Zero Sugar, Extra Caffeine) is a hot coffee drink with zero sugar and high caffeine. Featuring espresso shot, oat milk, caramel syrup, ice."
881,Iced Caramel Macchiato,coffee,iced,regular,medium,"[1,10,16,36]",['coffee']; augmented; temp_iced,0.773125955816609,"Iced Caramel Macchiato is a iced coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, whole milk, caramel syrup, ice."
882,Hot Caramel Macchiato,coffee,hot,regular,medium,"[1,12,16,36]",['coffee']; augmented; ingredient_swap,0.7056424126266048,"Hot Caramel Macchiato is a hot coffee drink with regular sweetness and medium caffeine. Featuring espresso shot, oat milk, caramel syrup, ice."
883,"Hot Caramel Macchiato (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[1,10,15,28,36]",['coffee']; augmented; combo,0.7843126212962078,"Hot Caramel Macchiato (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring espresso shot, whole milk, vanilla syrup, strawberry pieces."
884,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[10,17,19,36]","['coffee', 'dessert']; augmented; combo",0.7601548922248325,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring whole milk, hazelnut syrup, chocolate syrup, ice."
885,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,19,24,36]","['coffee', 'dessert']; augmented; swap_add",0.737541362582976,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, cinnamon powder, ice."
886,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[10,19,36,42]","['coffee', 'dessert']; augmented; combo",0.7689834559831885,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring whole milk, chocolate syrup, ice, sugar free syrup."
887,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[11,14,19,20,36]","['coffee', 'dessert']; augmented; swap_add",0.8181207857341318,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring skim milk, soy milk, chocolate syrup, white chocolate syrup."
888,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[12,19,20,33,36]","['coffee', 'dessert']; augmented; swap_add",0.7554559876517548,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring oat milk, chocolate syrup, white chocolate syrup, whipped cream."
889,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,19,22,36]","['coffee', 'dessert']; augmented; ingredient_swap",0.7574466175890101,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, brown sugar syrup, ice."
890,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,18,19,32,36]","['coffee', 'dessert']; augmented; swap_add",0.7362191730137927,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, classic simple syrup, chocolate syrup, peach puree."
891,Iced White Chocolate Mocha (Without Whipped Cream),coffee,iced,regular,medium,"[10,19,20,36]","['coffee', 'dessert']; augmented; temp_iced",0.7245046689160562,"Iced White Chocolate Mocha (Without Whipped Cream) is a iced coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
892,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[19,20,36,38]","['coffee', 'dessert']; augmented; ingredient_swap",0.7749100744963273,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring chocolate syrup, white chocolate syrup, ice, coconut milk."
893,"Hot White Chocolate Mocha (Without Whipped Cream) (Zero Sugar, Extra Caffeine)",coffee,hot,zero,high,"[6,11,19,20,36]","['coffee', 'dessert']; augmented; combo",0.724317485222734,"Hot White Chocolate Mocha (Without Whipped Cream) (Zero Sugar, Extra Caffeine) is a hot coffee drink with zero sugar and high caffeine. Featuring black tea, skim milk, chocolate syrup, white chocolate syrup."
894,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,19,36]","['coffee', 'dessert']; augmented; ingredient_swap",0.7521469871165818,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, ice."
895,Iced White Chocolate Mocha (Without Whipped Cream),coffee,iced,regular,medium,"[10,19,20,36]","['coffee', 'dessert']; augmented; temp_iced",0.7356702765970465,"Iced White Chocolate Mocha (Without Whipped Cream) is a iced coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
896,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,19,20,36]","['coffee', 'dessert']; augmented; sugar_regular",0.7643693947723917,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
897,Iced White Chocolate Mocha (Without Whipped Cream),coffee,iced,regular,medium,"[10,19,20,36]","['coffee', 'dessert']; augmented; temp_iced",0.7600098631586084,"Iced White Chocolate Mocha (Without Whipped Cream) is a iced coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
898,Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar),coffee,hot,half,low,"[10,18,19,36]","['coffee', 'dessert']; augmented; combo",0.781126198327737,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar) is a hot coffee drink with half sugar and low caffeine. Featuring whole milk, classic simple syrup, chocolate syrup, ice."
899,Hot White Chocolate Mocha (Without Whipped Cream) (Extra Caffeine),coffee,hot,regular,high,"[10,19,20,36]","['coffee', 'dessert']; augmented; caffeine_high",0.7346995080343576,"Hot White Chocolate Mocha (Without Whipped Cream) (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
900,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[13,19,20,36]","['coffee', 'dessert']; augmented; ingredient_swap",0.7419037519411988,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring almond milk, chocolate syrup, white chocolate syrup, ice."
901,Hot White Chocolate Mocha (Without Whipped Cream) (Extra Caffeine),coffee,hot,regular,high,"[10,19,20,36]","['coffee', 'dessert']; augmented; caffeine_high",0.7206370885265307,"Hot White Chocolate Mocha (Without Whipped Cream) (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
902,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,19,21,36]","['coffee', 'dessert']; augmented; ingredient_swap",0.7366712021977166,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, pumpkin spice syrup, ice."
903,Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar),coffee,hot,half,medium,"[10,19,20,36]","['coffee', 'dessert']; augmented; sugar_half",0.7613190147913456,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar) is a hot coffee drink with half sugar and medium caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
904,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,20,36,43]","['coffee', 'dessert']; augmented; ingredient_swap",0.7727096584993606,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, white chocolate syrup, ice, sugar cookie syrup."
905,Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar),coffee,hot,half,medium,"[10,19,20,36]","['coffee', 'dessert']; augmented; sugar_half",0.7223350402746712,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar) is a hot coffee drink with half sugar and medium caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
906,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[7,12,19,20,36]","['coffee', 'dessert']; augmented; swap_add",0.7760881776031698,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring yogurt base, oat milk, chocolate syrup, white chocolate syrup."
907,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,19,34,36,40]","['coffee', 'dessert']; augmented; swap_add",0.7906691357641485,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, cold foam, ice."
908,Hot White Chocolate Mocha (Without Whipped Cream) (Extra Caffeine),coffee,hot,regular,high,"[10,19,20,36]","['coffee', 'dessert']; augmented; caffeine_high",0.762403047096711,"Hot White Chocolate Mocha (Without Whipped Cream) (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
909,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[13,19,20,35,36]","['coffee', 'dessert']; augmented; combo",0.806303874376742,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring almond milk, chocolate syrup, white chocolate syrup, java chips."
910,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,20,36,40]","['coffee', 'dessert']; augmented; ingredient_swap",0.7267863240268928,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, white chocolate syrup, ice, peppermint syrup."
911,Iced White Chocolate Mocha (Without Whipped Cream),coffee,iced,regular,medium,"[10,19,20,36]","['coffee', 'dessert']; augmented; temp_iced",0.7126603589006575,"Iced White Chocolate Mocha (Without Whipped Cream) is a iced coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
912,Iced White Chocolate Mocha (Without Whipped Cream),coffee,iced,regular,medium,"[10,19,20,36]","['coffee', 'dessert']; augmented; temp_iced",0.6966383925328716,"Iced White Chocolate Mocha (Without Whipped Cream) is a iced coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
913,Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar),coffee,hot,half,low,"[1,12,19,20,36]","['coffee', 'dessert']; augmented; combo",0.7948813293446755,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar) is a hot coffee drink with half sugar and low caffeine. Featuring espresso shot, oat milk, chocolate syrup, white chocolate syrup."
914,Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar),coffee,hot,half,medium,"[10,19,20,36]","['coffee', 'dessert']; augmented; sugar_half",0.7696309696906217,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar) is a hot coffee drink with half sugar and medium caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
915,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,low,"[10,19,20,36]","['coffee', 'dessert']; augmented; caffeine_low",0.7483324598726864,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and low caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
916,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[11,19,20,26,36]","['coffee', 'dessert']; augmented; swap_add",0.7583990587895946,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring skim milk, chocolate syrup, white chocolate syrup, matcha powder."
917,Iced White Chocolate Mocha (Without Whipped Cream),coffee,iced,regular,medium,"[10,19,20,36]","['coffee', 'dessert']; augmented; temp_iced",0.7162353285810487,"Iced White Chocolate Mocha (Without Whipped Cream) is a iced coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
918,Iced White Chocolate Mocha (Without Whipped Cream),coffee,iced,regular,medium,"[10,19,20,36]","['coffee', 'dessert']; augmented; temp_iced",0.8233725593885048,"Iced White Chocolate Mocha (Without Whipped Cream) is a iced coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
919,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[11,19,20,35,36]","['coffee', 'dessert']; augmented; swap_add",0.7538766354592569,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring skim milk, chocolate syrup, white chocolate syrup, java chips."
920,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,16,20,36]","['coffee', 'dessert']; augmented; ingredient_swap",0.7532818438381468,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, caramel syrup, white chocolate syrup, ice."
921,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,18,20,36,44]","['coffee', 'dessert']; augmented; swap_add",0.7717729987169608,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, classic simple syrup, white chocolate syrup, ice."
922,Hot White Chocolate Mocha (Without Whipped Cream) (Extra Caffeine),coffee,hot,regular,high,"[10,19,20,36]","['coffee', 'dessert']; augmented; caffeine_high",0.7644302769521014,"Hot White Chocolate Mocha (Without Whipped Cream) (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
923,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,19,22,36]","['coffee', 'dessert']; augmented; ingredient_swap",0.7567165207283739,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, brown sugar syrup, ice."
924,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,20,36]","['coffee', 'dessert']; augmented; ingredient_swap",0.7262857663366407,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, white chocolate syrup, ice."
925,Hot White Chocolate Mocha (Without Whipped Cream) (Zero Sugar),coffee,hot,zero,low,"[10,19,22,36]","['coffee', 'dessert']; augmented; combo",0.7641440507140799,"Hot White Chocolate Mocha (Without Whipped Cream) (Zero Sugar) is a hot coffee drink with zero sugar and low caffeine. Featuring whole milk, chocolate syrup, brown sugar syrup, ice."
926,Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar),coffee,hot,half,low,"[10,19,22,36]","['coffee', 'dessert']; augmented; combo",0.806460734894251,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar) is a hot coffee drink with half sugar and low caffeine. Featuring whole milk, chocolate syrup, brown sugar syrup, ice."
927,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,low,"[10,19,20,36]","['coffee', 'dessert']; augmented; caffeine_low",0.7903626013846493,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and low caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
928,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,18,20,36]","['coffee', 'dessert']; augmented; swap_add",0.7977955987991819,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, classic simple syrup, white chocolate syrup, ice."
929,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[10,20,36,42]","['coffee', 'dessert']; augmented; combo",0.7346635297070645,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring whole milk, white chocolate syrup, ice, sugar free syrup."
930,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,20,21,36,45]","['coffee', 'dessert']; augmented; swap_add",0.7203118553922426,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, white chocolate syrup, pumpkin spice syrup, ice."
931,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,19,20,36]","['coffee', 'dessert']; augmented; sugar_regular",0.7462263923970106,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
932,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,17,19,36]","['coffee', 'dessert']; augmented; ingredient_swap",0.7516717473686608,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, hazelnut syrup, chocolate syrup, ice."
933,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[10,19,36,42]","['coffee', 'dessert']; augmented; swap_add",0.7828257455541284,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring whole milk, chocolate syrup, ice, sugar free syrup."
934,Hot White Chocolate Mocha (Without Whipped Cream) (Extra Caffeine),coffee,hot,regular,high,"[10,19,20,36]","['coffee', 'dessert']; augmented; caffeine_high",0.6992260611085555,"Hot White Chocolate Mocha (Without Whipped Cream) (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
935,Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar),coffee,hot,half,low,"[6,11,19,20,36]","['coffee', 'dessert']; augmented; combo",0.7958865095838185,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar) is a hot coffee drink with half sugar and low caffeine. Featuring black tea, skim milk, chocolate syrup, white chocolate syrup."
936,Hot White Chocolate Mocha (Without Whipped Cream) (Extra Caffeine),coffee,hot,regular,high,"[10,19,20,36]","['coffee', 'dessert']; augmented; caffeine_high",0.7452597630426303,"Hot White Chocolate Mocha (Without Whipped Cream) (Extra Caffeine) is a hot coffee drink with regular sweetness and high caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
937,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,low,"[10,19,20,36]","['coffee', 'dessert']; augmented; caffeine_low",0.7371935679015774,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and low caffeine. Featuring whole milk, chocolate syrup, white chocolate syrup, ice."
938,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[13,19,20,36]","['coffee', 'dessert']; augmented; combo",0.719636868742195,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring almond milk, chocolate syrup, white chocolate syrup, ice."
939,Hot White Chocolate Mocha (Without Whipped Cream),coffee,hot,regular,medium,"[19,20,36,38]","['coffee', 'dessert']; augmented; ingredient_swap",0.700354299844027,"Hot White Chocolate Mocha (Without Whipped Cream) is a hot coffee drink with regular sweetness and medium caffeine. Featuring chocolate syrup, white chocolate syrup, ice, coconut milk."
940,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar, Extra Caffeine)",coffee,hot,half,high,"[10,16,20,36,38]","['coffee', 'dessert']; augmented; combo",0.7746951175188574,"Hot White Chocolate Mocha (Without Whipped Cream) (Half Sugar, Extra Caffeine) is a hot coffee drink with half sugar and high caffeine. Featuring whole milk, caramel syrup, white chocolate syrup, ice."
